accession	description	tax_id	sub_species	base_count	first_public
AB932651	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.	134000		834	2014-10-26
AY044123	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157058		725	2002-08-06
M60993	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.	46244	bogotana	3485	1992-01-26
AB932654	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.	133979		839	2014-10-26
AB669873	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.	73157		839	2014-01-02
AB932663	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.	133975		840	2014-10-26
AF067280	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7246		430	1998-07-02
AY044121	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157055		725	2002-08-06
AY154842	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		878	2003-03-03
AY364495	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AF067284	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	77130		830	1998-07-02
AY154835	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AB194426	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	7217		1757	2005-05-07
AF045116	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30047		405	1998-06-02
AF045119	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30042		405	1998-06-02
AY154867	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		879	2003-03-03
AY154872	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		880	2003-03-03
M17845	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.	7227		795	1988-04-02
AY154827	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AY154836	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
U40986	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	7218		429	1996-09-27
AB194425	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	65965	pseudoananassae	1762	2005-05-07
AB194423	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	296644	pallens	1775	2005-05-07
AF348879	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534		668	2001-04-16
AF151684	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.	7244		6045	2000-05-03
AI062419	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227		621	1998-07-27
BG632144	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227		690	2001-04-28
CV787951	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245		711	2004-11-12
BI571735	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227		548	2001-09-07
BI570978	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227		694	2001-09-07
BI571817	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227		535	2001-09-07
AF171740	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.	7227		562	1999-08-25
AI404819	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.	7227		667	1999-02-10
AY695383	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133984		1144	2006-08-01
BF503615	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	7227		730	2000-12-07
BI241261	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.	7227		679	2001-07-15
BI606073	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.	7227		593	2001-09-10
BI618605	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.	7227		647	2001-09-11
BI622627	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	7227		582	2001-09-11
CK133169	RE17806.3prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE17806 3 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/14/2002, mRNA sequence.	7227		633	2003-12-03
BI613172	RH42270.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH42270 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/01/2001, mRNA sequence.	7227		636	2001-09-11
M57300	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.	7228		4616	1991-06-27
AF006566	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234		3486	1997-09-11
AY279328	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	30038		2698	2004-03-31
X04672	Drosophila sechellia gene for alcohol dehydrogenase	7238		4582	1987-06-07
M60793	Drosophila nigra alcohol dehydrogenase gene, complete cds.	7272		894	1992-06-06
M63287	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.	32382		1634	1991-04-04
M63390	Drosophila planitibia alcohol dehydrogenase gene, complete cds.	7236		1616	1991-04-04
U68472	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	30013		1403	1999-01-06
X62222	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3479	1992-10-16
X62236	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3479	1992-10-16
X64471	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3493	1992-10-16
X64478	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3506	1992-10-16
JF735885	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.	614641		531	2011-10-24
M63303	Drosophila differens alcohol dehydrogenase gene, complete cds.	7219		1630	1991-04-04
X62184	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3481	1992-10-16
X62192	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3481	1992-10-16
X62233	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3499	1992-10-16
M19263	D.simulans alcohol dehydrogenase gene, complete cds.	7240		4607	1988-10-04
U68470	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	7266		1323	1999-01-06
X62186	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3501	1992-10-16
X62209	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3457	1992-10-16
X62191	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3472	1992-10-16
X64469	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3471	1992-10-16
X62182	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3502	1992-10-16
X62189	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3457	1992-10-16
X62198	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3485	1992-10-16
X62200	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3480	1992-10-16
X62225	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3478	1992-10-16
U07641	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.	7227		1140	1994-07-04
X62194	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3465	1992-10-16
X62203	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3499	1992-10-16
X62215	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3499	1992-10-16
AY238779	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AY238775	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AF264078	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.	46793		405	2000-05-30
AF264079	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.	46795		405	2000-05-30
DQ471662	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.	47316		711	2006-07-20
MG684381	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.	88882		730	2018-02-04
U26838	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.	40367		957	1995-06-30
U94199	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.	46802		222	1998-02-23
U94207	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.	46827		204	1998-02-23
X78402	D.melanogaster DNA alcohol dehydrogenase null activity allele	7227		44	1994-05-31
AF264080	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.	46791		405	2000-05-30
AY006419	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.	7236		510	2001-09-04
AY006421	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.	46818		510	2001-09-04
AY006425	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.	48319		510	2001-09-04
AY750124	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.	189258		911	2005-12-31
DQ471665	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.	40370		711	2006-07-20
EU532120	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	46792		566	2010-01-21
HQ631468	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.	7237		290	2011-08-30
HQ631476	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.	109356		290	2011-08-30
MG684383	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.	157059		719	2018-02-04
U48715	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.	46435		3335	1996-04-10
AY006408	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.	48321		510	2001-09-04
AY750117	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	311474		911	2005-12-31
AY750135	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	311480		911	2005-12-31
DQ471629	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	30041		711	2006-07-20
DQ471632	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.	309936		711	2006-07-20
DQ471633	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.	381460		711	2006-07-20
EU532119	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	7260		533	2010-01-21
X98338	D.melanogaster mRNA for alcohol dehydrogenase related protein	7227		2071	1996-12-22
GQ376031	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.	88886		410	2009-08-02
DQ471666	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	103845		711	2006-07-20
AF059891	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	7257		290	1998-04-28
AF264076	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	46792		405	2000-05-30
AY006414	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.	47010		510	2001-09-04
AY006416	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.	7219		510	2001-09-04
AY006422	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.	46804		510	2001-09-04
DQ471656	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.	302448		711	2006-07-20
AF264075	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	126477		405	2000-05-30
DQ471627	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.	381448		711	2006-07-20
DQ471634	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.	309938		711	2006-07-20
EU532118	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	46790		573	2010-01-21
GQ376036	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.	7274		410	2009-08-02
U90953	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.	57873		432	1997-11-14
U90955	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.	7282		453	1997-11-14
GQ376032	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.	46829		410	2009-08-02
U94208	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.	58308		204	1998-02-23
U48714	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.	7222		3644	1996-04-08
AY238771	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AY238773	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AF260696	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.	137002		487	2000-09-20
KM016476	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.	7240		478	2014-09-24
AB261130	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.	387621		859	2007-11-03
KM016473	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.	7240		480	2014-09-24
U95267	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
AB261141	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.	30019		820	2007-11-03
AF260694	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.	7221		453	2000-09-20
AF260698	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.	30043		451	2000-09-20
AY279322	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.	7245		1741	2004-03-31
AY279324	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	7220		976	2004-03-31
AB261129	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.	157053		835	2007-11-03
DQ471636	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.	381473		711	2006-07-20
KM016468	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.	7240		476	2014-09-24
U76485	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7231		261	1997-03-06
U76486	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7230		245	1997-03-06
U95265	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
DQ471643	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.	7244		711	2006-07-20
U95257	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
AB154554	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.	30033		686	2004-04-01
AF201434	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
AF201448	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
AF284478	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.	7226		701	2000-11-02
AY095941	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.	42027		431	2003-05-01
DQ471617	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.	381448		711	2006-07-20
HQ110511	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.	7271		795	2011-05-06
HQ110513	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.	30039		832	2011-05-06
KX976506	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976515	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976519	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
M62742	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	7268		905	1991-07-11
U95251	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.	7260		1174	1999-01-06
U95275	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.	7271		1251	1999-01-06
AF201443	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
AF284474	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.	7226		702	2000-11-02
AF284477	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.	7226		702	2000-11-02
AY095947	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.	193352		442	2003-05-01
AY335201	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.	30047		792	2003-12-31
DQ471614	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.	381448		711	2006-07-20
DQ471625	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.	381468		711	2006-07-20
DQ471642	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.	381452		711	2006-07-20
DQ471646	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.	2609301		711	2006-07-20
DQ471647	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.	311478		711	2006-07-20
KX384732	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.	42062		1122	2017-01-03
M62743	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	7264		908	1991-07-11
U95256	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
AF201428	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
AF201437	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
AF201440	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		479	2000-07-03
AF201441	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
AY095935	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.	42028		447	2003-05-01
JX455215	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2012-09-03
AB154552	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.	30033		683	2004-04-01
AB154561	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.	30033		683	2004-04-01
AF201425	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.	7226		475	2000-07-03
AF201432	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
AF201436	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
AF201438	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
AY804555	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.	7245		759	2005-10-06
AY095950	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.	7283		430	2003-05-01
DQ471622	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.	381462		711	2006-07-20
DQ471641	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.	311476		711	2006-07-20
KX976490	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
AB669828	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.	73155		842	2014-01-02
AB669872	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.	307242		843	2014-01-02
AB825962	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.	94110		836	2015-12-16
AF459767	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73157		290	2002-05-16
AF459783	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	67533		290	2002-05-16
AY459545	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.	7240		618	2003-11-30
EU999242	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.	40366		840	2008-09-09
U64522	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.	7237		3481	1996-08-16
U64544	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.	7237		3476	1996-08-16
U64559	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.	7237		3499	1996-08-16
AB669827	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.	73155		842	2014-01-02
AB669849	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.	137355		833	2014-01-02
AF136692	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136702	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.	40372	texana	884	1999-06-03
AF459749	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	29030		290	2002-05-16
AF459760	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	29029		290	2002-05-16
AF459764	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	60717		290	2002-05-16
EF560576	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306028		622	2008-05-01
KJ767237	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.	7227		872	2014-09-04
L78923	Drosophila mimica (strain 15292-2561.3) alcohol dehydrogenase gene, partial cds.	7270		822	1996-06-25
U76470	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224		897	1996-11-19
AF136656	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136663	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136698	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136704	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.	40372	texana	884	1999-06-03
AF175218	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.	7227		951	1999-10-06
AF201423	Drosophila melanogaster isolate Oregon R alcohol dehydrogenase (Adhr) gene, intron 1.	7227		479	2000-07-03
AF459750	Drosophila lutescens alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	51159		290	2002-05-16
AY695389	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.	133979		507	2006-08-01
U64536	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS273 allele, complete cds.	7237		3498	1996-08-16
U64555	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS348 allele, complete cds.	7237		3467	1996-08-16
U76476	Drosophila hydei strain 8 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224		897	1996-11-19
X54118	D.teissieri Adh gene for alcohol dehydrogenase and Adh-related gene	7243		4321	1992-04-14
AF136673	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136681	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF459781	Drosophila orosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	137076		290	2002-05-16
AB669830	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.	67531		838	2014-01-02
AB669841	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.	67534		842	2014-01-02
